σₐ²,σᵤ²,LL
0.01,0.01,-49822.1645094897
0.01,0.157911608163265,-4988.21126358949
0.01,0.305823216326531,-2698.84841383529
0.01,0.453734824489796,-1860.99135118662
0.01,0.601646432653061,-1430.74466710081
0.01,0.749558040816327,-1171.20774458528
0.01,0.897469648979592,-998.959443768908
0.01,1.04538125714286,-877.154741689476
0.01,1.19329286530612,-787.034854468585
0.01,1.34120447346939,-718.06078327397
0.01,1.48911608163265,-663.865622519925
0.01,1.63702768979592,-620.38182744823
0.01,1.78493929795918,-584.892780724824
0.01,1.93285090612245,-555.517261265165
0.01,2.08076251428571,-530.912790040626
0.01,2.22867412244898,-510.096716970915
0.01,2.37658573061225,-492.333979868295
0.01,2.52449733877551,-477.064285638246
0.01,2.67240894693878,-463.85347928927
0.01,2.82032055510204,-452.360236035058
0.01,2.96823216326531,-442.312736001561
0.01,3.11614377142857,-433.49200478764
0.01,3.26405537959184,-425.719803814016
0.01,3.4119669877551,-418.849687681157
0.01,3.55987859591837,-412.760305308277
0.01,3.70779020408163,-407.350316387333
0.01,3.8557018122449,-402.534487754044
0.01,4.00361342040816,-398.240663166981
0.01,4.15152502857143,-394.407387537028
0.01,4.29943663673469,-390.982027074462
0.01,4.44734824489796,-387.919269138632
0.01,4.59525985306123,-385.17991561463
0.01,4.74317146122449,-382.729905232943
0.01,4.89108306938776,-380.539515948781
0.01,5.03899467755102,-378.582710038692
0.01,5.18690628571429,-376.836593141357
0.01,5.33481789387755,-375.280964892433
0.01,5.48272950204082,-373.897943660439
0.01,5.63064111020408,-372.671651594202
0.01,5.77855271836735,-371.587949038569
0.01,5.92646432653061,-370.634209578517
0.01,6.07437593469388,-369.799128689572
0.01,6.22228754285714,-369.072560320489
0.01,6.37019915102041,-368.44537679861
0.01,6.51811075918367,-367.909348293883
0.01,6.66602236734694,-367.457038753029
0.01,6.8139339755102,-367.081715757805
0.01,6.96184558367347,-366.777272199253
0.01,7.10975719183674,-366.538158015041
0.01,7.2576688,-366.359320526518
0.157911608163265,0.01,-40083.1974263218
0.157911608163265,0.157911608163265,-3014.49323823225
0.157911608163265,0.305823216326531,-1757.43327551992
0.157911608163265,0.453734824489796,-1296.99280919671
0.157911608163265,0.601646432653061,-1052.40698595914
0.157911608163265,0.749558040816327,-899.224638883132
0.157911608163265,0.897469648979592,-793.961696289042
0.157911608163265,1.04538125714286,-717.203198244924
0.157911608163265,1.19329286530612,-658.875459055553
0.157911608163265,1.34120447346939,-613.191264332149
0.157911608163265,1.48911608163265,-576.572002772839
0.157911608163265,1.63702768979592,-546.678124069667
0.157911608163265,1.78493929795918,-521.912020091892
0.157911608163265,1.93285090612245,-501.143835736637
0.157911608163265,2.08076251428571,-483.551175603399
0.157911608163265,2.22867412244898,-468.520836655234
0.157911608163265,2.37658573061225,-455.586138183363
0.157911608163265,2.52449733877551,-444.385597452695
0.157911608163265,2.67240894693878,-434.634890684274
0.157911608163265,2.82032055510204,-426.107351598055
0.157911608163265,2.96823216326531,-418.62011115368
0.157911608163265,3.11614377142857,-412.024056742238
0.157911608163265,3.26405537959184,-406.196433772879
0.157911608163265,3.4119669877551,-401.035310801484
0.157911608163265,3.55987859591837,-396.455381756937
0.157911608163265,3.70779020408163,-392.38474256353
0.157911608163265,3.8557018122449,-388.76238791961
0.157911608163265,4.00361342040816,-385.536247204416
0.157911608163265,4.15152502857143,-382.661628758389
0.157911608163265,4.29943663673469,-380.099976849002
0.157911608163265,4.44734824489796,-377.817870448143
0.157911608163265,4.59525985306123,-375.786210739613
0.157911608163265,4.74317146122449,-373.979557190057
0.157911608163265,4.89108306938776,-372.375581497518
0.157911608163265,5.03899467755102,-370.954615765382
0.157911608163265,5.18690628571429,-369.699276518964
0.157911608163265,5.33481789387755,-368.594150165962
0.157911608163265,5.48272950204082,-367.625528540178
0.157911608163265,5.63064111020408,-366.781185503408
0.157911608163265,5.77855271836735,-366.050187389395
0.157911608163265,5.92646432653061,-365.422731484952
0.157911608163265,6.07437593469388,-364.8900078517
0.157911608163265,6.22228754285714,-364.444080667819
0.157911608163265,6.37019915102041,-364.077785965775
0.157911608163265,6.51811075918367,-363.784643198967
0.157911608163265,6.66602236734694,-363.558778518141
0.157911608163265,6.8139339755102,-363.394858000328
0.157911608163265,6.96184558367347,-363.288029367081
0.157911608163265,7.10975719183674,-363.233870968638
0.157911608163265,7.2576688,-363.22834700725
0.305823216326531,0.01,-39704.8597451798
0.305823216326531,0.157911608163265,-2742.51013253011
0.305823216326531,0.305823216326531,-1552.43552804006
0.305823216326531,0.453734824489796,-1137.04126575216
0.305823216326531,0.601646432653061,-924.247590546112
0.305823216326531,0.749558040816327,-794.355119941311
0.305823216326531,0.897469648979592,-706.668076541956
0.305823216326531,1.04538125714286,-643.499494866361
0.305823216326531,1.19329286530612,-595.894698422619
0.305823216326531,1.34120447346939,-558.81783880362
0.305823216326531,1.48911608163265,-529.210388335612
0.305823216326531,1.63702768979592,-505.102243753986
0.305823216326531,1.78493929795918,-485.16417840696
0.305823216326531,1.93285090612245,-468.465147551086
0.305823216326531,2.08076251428571,-454.332586998402
0.305823216326531,2.22867412244898,-442.267952218231
0.305823216326531,2.37658573061225,-431.893513335482
0.305823216326531,2.52449733877551,-422.917649407293
0.305823216326531,2.67240894693878,-415.111520643137
0.305823216326531,2.82032055510204,-408.292974718382
0.305823216326531,2.96823216326531,-402.31518760234
0.305823216326531,3.11614377142857,-397.058482918436
0.305823216326531,3.26405537959184,-392.424333938445
0.305823216326531,3.4119669877551,-388.330894838919
0.305823216326531,3.55987859591837,-384.709622978297
0.305823216326531,3.70779020408163,-381.50269233807
0.305823216326531,3.8557018122449,-378.66098922912
0.305823216326531,4.00361342040816,-376.142542329398
0.305823216326531,4.15152502857143,-373.911280715503
0.305823216326531,4.29943663673469,-371.936042397739
0.305823216326531,4.44734824489796,-370.189776174832
0.305823216326531,4.59525985306123,-368.64889411722
0.305823216326531,4.74317146122449,-367.292742463586
0.305823216326531,4.89108306938776,-366.103166377256
0.305823216326531,5.03899467755102,-365.064149674587
0.305823216326531,5.18690628571429,-364.16151486979
0.305823216326531,5.33481789387755,-363.382672072397
0.305823216326531,5.48272950204082,-362.716407702306
0.305823216326531,5.63064111020408,-362.152705850738
0.305823216326531,5.77855271836735,-361.68259655656
0.305823216326531,5.92646432653061,-361.298026390036
0.305823216326531,6.07437593469388,-360.991747616811
0.305823216326531,6.22228754285714,-360.757222910341
0.305823216326531,6.37019915102041,-360.588543133603
0.305823216326531,6.51811075918367,-360.480356152564
0.305823216326531,6.66602236734694,-360.427804998873
0.305823216326531,6.8139339755102,-360.42647398605
0.305823216326531,6.96184558367347,-360.472341616389
0.305823216326531,7.10975719183674,-360.561739305847
0.305823216326531,7.2576688,-360.691315109996
0.453734824489796,0.01,-39576.7003497667
0.453734824489796,0.157911608163265,-2637.64061358828
0.453734824489796,0.305823216326531,-1465.14190829297
0.453734824489796,0.453734824489796,-1063.33756237359
0.453734824489796,0.601646432653061,-861.266829913179
0.453734824489796,0.749558040816327,-739.981694412782
0.453734824489796,0.897469648979592,-659.306462104729
0.453734824489796,1.04538125714286,-601.923614550679
0.453734824489796,1.19329286530612,-559.146856737688
0.453734824489796,1.34120447346939,-526.139150618069
0.453734824489796,1.48911608163265,-499.991799730615
0.453734824489796,1.63702768979592,-478.849359316983
0.453734824489796,1.78493929795918,-461.471553559079
0.453734824489796,1.93285090612245,-446.997199505684
0.453734824489796,2.08076251428571,-434.809216957266
0.453734824489796,2.22867412244898,-424.453575338558
0.453734824489796,2.37658573061225,-415.588589784142
0.453734824489796,2.52449733877551,-407.952075583491
0.453734824489796,2.67240894693878,-401.339420808703
0.453734824489796,2.82032055510204,-395.588558755817
0.453734824489796,2.96823216326531,-390.5694288237
0.453734824489796,3.11614377142857,-386.176432692975
0.453734824489796,3.26405537959184,-382.322935247955
0.453734824489796,3.4119669877551,-378.937189963902
0.453734824489796,3.55987859591837,-375.959274935411
0.453734824489796,3.70779020408163,-373.338757886807
0.453734824489796,3.8557018122449,-371.03289495581
0.453734824489796,4.00361342040816,-369.005225707006
0.453734824489796,4.15152502857143,-367.224465989032
0.453734824489796,4.29943663673469,-365.663627277477
0.453734824489796,4.44734824489796,-364.299310084038
0.453734824489796,4.59525985306123,-363.111132468045
0.453734824489796,4.74317146122449,-362.081264370021
0.453734824489796,4.89108306938776,-361.194045539384
0.453734824489796,5.03899467755102,-360.435670021918
0.453734824489796,5.18690628571429,-359.793924036954
