seed,type,N,T,ρ_estimate,ρ_start,ρ_lower,ρ_upper,σₐ²_estimate,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_estimate,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,iterations,LL,V_norm_finalstep,V_norm_true,V,b₀₁,b₀₂,b₀₃,b₀₄,β₁,β₂,runtime,notes
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:49:30,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.0,10.0,0.0001,Inf,100.0,100.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:49:31,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:49:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.0,10.0,0.0001,Inf,200.0,200.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:49:31,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:49:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.056,20.0,0.0001,Inf,11.068,0.1,0.0001,Inf,2,-3.90180858529e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:49:53,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:49:53,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.045,20.0,0.0001,Inf,11.069,1.0,0.0001,Inf,2,-3.90125049428e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:50:17,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:50:17,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.038,20.0,0.0001,Inf,11.07,2.0,0.0001,Inf,2,-3.90095075579e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:50:45,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:50:45,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.023,20.0,0.0001,Inf,11.072,5.0,0.0001,Inf,2,-3.90017750586e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:51:07,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:51:08,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.003,20.0,0.0001,Inf,11.075,10.0,0.0001,Inf,2,-3.8992220621e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:51:31,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:51:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.0,20.0,0.0001,Inf,20.0,20.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:51:32,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:51:32,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.0,20.0,0.0001,Inf,50.0,50.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:51:32,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:51:32,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.0,20.0,0.0001,Inf,100.0,100.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:51:33,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:51:33,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.0,20.0,0.0001,Inf,200.0,200.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:51:33,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:51:33,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.049,50.0,0.0001,Inf,8.547,0.1,0.0001,Inf,2,-5.04636966439e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:51:54,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:51:54,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.034,50.0,0.0001,Inf,8.547,1.0,0.0001,Inf,2,-5.0459028107e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:52:14,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:52:14,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.029,50.0,0.0001,Inf,8.548,2.0,0.0001,Inf,2,-5.04574123334e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:52:38,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:52:38,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.014,50.0,0.0001,Inf,8.548,5.0,0.0001,Inf,2,-5.04529195586e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:53:00,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:53:00,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.0,50.0,0.0001,Inf,10.0,10.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:53:00,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:53:00,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.0,50.0,0.0001,Inf,20.0,20.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:53:01,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:53:01,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.0,50.0,0.0001,Inf,50.0,50.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:53:01,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:53:01,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.0,50.0,0.0001,Inf,100.0,100.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:53:02,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:53:02,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,50.0,50.0,0.0001,Inf,200.0,200.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:53:02,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:53:02,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.048,100.0,0.0001,Inf,6.877,0.1,0.0001,Inf,2,-6.26865353378e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:53:23,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:53:23,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.027,100.0,0.0001,Inf,6.878,1.0,0.0001,Inf,2,-6.26822300754e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:53:44,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:53:44,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.021,100.0,0.0001,Inf,6.878,2.0,0.0001,Inf,2,-6.2681142509e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:54:06,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:54:06,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.007,100.0,0.0001,Inf,6.878,5.0,0.0001,Inf,2,-6.26782113905e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:54:26,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:54:26,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.0,100.0,0.0001,Inf,10.0,10.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:54:27,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:54:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.0,100.0,0.0001,Inf,20.0,20.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:54:27,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:54:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.0,100.0,0.0001,Inf,50.0,50.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:54:28,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:54:28,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.0,100.0,0.0001,Inf,100.0,100.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:54:28,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:54:28,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,100.0,100.0,0.0001,Inf,200.0,200.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:54:29,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:54:29,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.052,200.0,0.0001,Inf,5.49,0.1,0.0001,Inf,2,-7.85148891498e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:55:02,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:55:02,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.02,200.0,0.0001,Inf,5.49,1.0,0.0001,Inf,2,-7.8510806202e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:55:28,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:55:28,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.014,200.0,0.0001,Inf,5.49,2.0,0.0001,Inf,2,-7.85100133403e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:55:49,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:55:49,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.001,200.0,0.0001,Inf,5.49,5.0,0.0001,Inf,2,-7.85083689477e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:56:10,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:56:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.0,200.0,0.0001,Inf,10.0,10.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:56:11,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:56:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.0,200.0,0.0001,Inf,20.0,20.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:56:11,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:56:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.0,200.0,0.0001,Inf,50.0,50.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:56:12,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:56:12,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.0,200.0,0.0001,Inf,100.0,100.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:56:13,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 13:56:13,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,200.0,200.0,0.0001,Inf,200.0,200.0,0.0001,Inf,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 13:56:14,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:19:40,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.138,0.1,0.0001,1000.0,16.727,0.1,0.0001,1000.0,2,-2.6028749894e11,0.0,,,378017.72,-45391.346,347855.77,314643.987,26517.938,-6.618,2022-01-30 15:20:03,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:20:03,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.103,0.1,0.0001,1000.0,16.747,1.0,0.0001,1000.0,2,-2.59977413256e11,0.0,,,378017.714,-45391.352,347855.764,314643.981,26517.938,-6.618,2022-01-30 15:20:25,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:20:25,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.101,0.1,0.0001,1000.0,16.749,2.0,0.0001,1000.0,2,-2.59960720833e11,0.0,,,378017.714,-45391.353,347855.764,314643.98,26517.938,-6.618,2022-01-30 15:20:44,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:20:44,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.1,0.1,0.0001,1000.0,16.749,5.0,0.0001,1000.0,2,-2.59955000972e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:21:07,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:21:07,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.1,0.1,0.0001,1000.0,16.749,10.0,0.0001,1000.0,2,-2.59954175596e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:21:26,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:21:26,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.1,0.1,0.0001,1000.0,20.0,20.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:21:27,Estimated parameters after convergence of the iterative method
