seed,type,N,T,ρ_estimate,ρ_start,ρ_lower,ρ_upper,σₐ²_estimate,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_estimate,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,iterations,LL,V_norm_finalstep,V_norm_true,V,b₀₁,b₀₂,b₀₃,b₀₄,β₁,β₂,runtime,notes
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:21:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.1,0.1,0.0001,1000.0,50.0,50.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:21:27,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:21:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.1,0.1,0.0001,1000.0,100.0,100.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:21:28,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:21:28,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.1,0.1,0.0001,1000.0,200.0,200.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:21:29,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:21:29,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.069,1.0,0.0001,1000.0,16.206,0.1,0.0001,1000.0,2,-2.68332380808e11,0.0,,,378017.714,-45391.353,347855.764,314643.981,26517.938,-6.618,2022-01-30 15:21:49,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:21:49,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.035,1.0,0.0001,1000.0,16.224,1.0,0.0001,1000.0,2,-2.68042170864e11,0.0,,,378017.714,-45391.353,347855.764,314643.98,26517.938,-6.618,2022-01-30 15:22:10,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:22:10,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.019,1.0,0.0001,1000.0,16.232,2.0,0.0001,1000.0,2,-2.6791066449e11,0.0,,,378017.713,-45391.353,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:22:37,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:22:37,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.005,1.0,0.0001,1000.0,16.24,5.0,0.0001,1000.0,2,-2.67791580599e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:23:03,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:23:03,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.001,1.0,0.0001,1000.0,16.242,10.0,0.0001,1000.0,2,-2.677548732e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:23:26,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:23:26,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.0,1.0,0.0001,1000.0,20.0,20.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:23:26,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:23:26,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.0,1.0,0.0001,1000.0,50.0,50.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:23:27,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:23:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.0,1.0,0.0001,1000.0,100.0,100.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:23:27,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:23:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1.0,1.0,0.0001,1000.0,200.0,200.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:23:28,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:23:28,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.07,2.0,0.0001,1000.0,15.698,0.1,0.0001,1000.0,2,-2.76714638023e11,0.0,,,378017.713,-45391.353,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:23:49,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:23:49,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.046,2.0,0.0001,1000.0,15.71,1.0,0.0001,1000.0,2,-2.76520781492e11,0.0,,,378017.713,-45391.353,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:24:09,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:24:09,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.031,2.0,0.0001,1000.0,15.717,2.0,0.0001,1000.0,2,-2.76397469714e11,0.0,,,378017.713,-45391.353,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:24:33,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:24:33,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.012,2.0,0.0001,1000.0,15.726,5.0,0.0001,1000.0,2,-2.76235995265e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:24:54,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:24:54,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.003,2.0,0.0001,1000.0,15.731,10.0,0.0001,1000.0,2,-2.76161908196e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:25:21,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:25:21,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.0,2.0,0.0001,1000.0,20.0,20.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:25:23,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:25:23,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.0,2.0,0.0001,1000.0,50.0,50.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:25:24,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:25:24,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.0,2.0,0.0001,1000.0,100.0,100.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:25:25,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:25:25,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.0,2.0,0.0001,1000.0,200.0,200.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:25:25,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:25:25,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.067,5.0,0.0001,1000.0,14.439,0.1,0.0001,1000.0,2,-3.0018616902e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:25:48,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:25:48,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.053,5.0,0.0001,1000.0,14.444,1.0,0.0001,1000.0,2,-3.00081010535e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:26:08,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:26:08,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.042,5.0,0.0001,1000.0,14.448,2.0,0.0001,1000.0,2,-3.00001414692e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:26:30,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:26:30,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.022,5.0,0.0001,1000.0,14.455,5.0,0.0001,1000.0,2,-2.9984916627e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:26:51,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:26:51,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.006,5.0,0.0001,1000.0,14.461,10.0,0.0001,1000.0,2,-2.99733721773e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:27:10,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:27:10,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.0,5.0,0.0001,1000.0,20.0,20.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:27:10,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:27:10,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.0,5.0,0.0001,1000.0,50.0,50.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:27:10,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:27:10,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.0,5.0,0.0001,1000.0,100.0,100.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:27:11,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:27:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,5.0,5.0,0.0001,1000.0,200.0,200.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:27:11,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:27:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.062,10.0,0.0001,1000.0,12.931,0.1,0.0001,1000.0,2,-3.34517728602e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:27:31,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:27:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.051,10.0,0.0001,1000.0,12.934,1.0,0.0001,1000.0,2,-3.34446367192e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:27:51,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:27:51,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.043,10.0,0.0001,1000.0,12.936,2.0,0.0001,1000.0,2,-3.34396826874e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:28:11,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:28:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.025,10.0,0.0001,1000.0,12.94,5.0,0.0001,1000.0,2,-3.34282886846e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:28:31,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:28:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.007,10.0,0.0001,1000.0,12.945,10.0,0.0001,1000.0,2,-3.34167047946e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:28:50,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:28:50,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.0,10.0,0.0001,1000.0,20.0,20.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:28:50,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:28:51,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.0,10.0,0.0001,1000.0,50.0,50.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:28:51,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:28:51,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.0,10.0,0.0001,1000.0,100.0,100.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:28:51,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:28:51,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,10.0,10.0,0.0001,1000.0,200.0,200.0,0.0001,1000.0,2,-Inf,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:28:52,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:28:52,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.056,20.0,0.0001,1000.0,11.068,0.1,0.0001,1000.0,2,-3.90180194895e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:29:10,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:29:10,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.044,20.0,0.0001,1000.0,11.069,1.0,0.0001,1000.0,2,-3.90124953545e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:29:32,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:29:32,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.038,20.0,0.0001,1000.0,11.07,2.0,0.0001,1000.0,2,-3.90094996686e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:29:52,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:29:52,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,20.023,20.0,0.0001,1000.0,11.072,5.0,0.0001,1000.0,2,-3.90017707223e11,0.0,,,378017.713,-45391.354,347855.763,314643.98,26517.938,-6.618,2022-01-30 15:30:11,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,312489.7,-110919.366,282327.75,249115.967,32574.75,-108.555,2022-01-30 15:30:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
