σₐ²,σᵤ²,LL,grad_a,grad_u,type,N
1.2151853498501217e-5,3.000944639628446,-293.33391089464817,90.31272588842934,-8.396023644670045,real data,4
1.364260435161029e-8,3.000945760652332,-293.2455696358763,90.59331118278973,-8.366572830033924,real data,4
1.1995277307574446e-10,3.000945761901191,-293.24556931916214,90.59331206939031,-8.366572709700165,real data,4
99.8356512988488,5.514389991099096,-412.96046129588655,1.1739946529335978,2.2705814035945053,real data,4
99.62367363319073,5.083215968850047,-412.14593367639,1.1785670255462195,1.1489996908287452,real data,4
99.15709481803727,4.62908273615776,-411.8470576064156,1.1862223181086629,-0.5465107300364558,real data,4
98.03748617595636,5.212327805193229,-411.84829176367384,1.196571373996137,1.5284236452773836,real data,4
97.70546858788664,4.781268123772763,-411.3803810420541,1.2027218637221773,0.09639104992708525,real data,4
60.1073514454095,2.847314367166188,-411.3748461527381,1.955534137121073,-21.34807907468508,real data,4
59.85621749617118,6.187122368967053,-400.0714904550352,1.9195633510572663,3.4888090098065287,real data,4
59.54644229027479,5.598002851232508,-398.12844542528825,1.936817532397022,2.5270430888356934,real data,4
59.12105545830888,5.033449534955046,-396.87397964631214,1.9577423755523797,1.0743062344327896,real data,4
57.33120740757383,4.085732701520937,-396.87101020886564,2.0301929885787215,-3.5777359368514645,real data,4
56.61842347559276,5.461927020389843,-396.3504332861926,2.034856805291323,2.244043860303325,real data,4
56.06906939488284,4.852489453069364,-395.2005834934548,2.06301842456967,0.4597030966049829,real data,4
50.051666510864,3.659326301836559,-395.1965200397913,2.3233628022736768,-7.347798094405434,real data,4
49.52347149654408,5.505373785816068,-392.60574297625243,2.3123395976921377,2.37023170029029,real data,4
48.86999112533619,4.834557307686345,-391.22875578725717,2.3547600587129938,0.4230583068829752,real data,4
39.17343765808694,3.324652690734968,-391.2218685077037,2.953433953964945,-11.612053820058836,real data,4
38.38048793836307,6.752959600888804,-389.6571057851443,2.9072663778959975,4.181273819986952,real data,4
37.78829364786185,5.8793595289942635,-385.9674445837847,2.9763955642244486,3.1515221485401526,real data,4
37.08554266867374,5.132778973908925,-383.6423983441205,3.0533353541525057,1.4952228186359342,real data,4
34.12713821622047,3.739212438886267,-383.5930180696984,3.3558651049681,-6.404379945631337,real data,4
33.20474395353223,5.633382872947273,-381.61459266074985,3.3679012768744223,2.748365868370474,real data,4
32.06177343673355,4.710746990909043,-379.1846658272161,3.5190111877852557,0.05240301838016492,real data,4
0.0002650298495439074,4.908004339415668,-295.89895234511994,56.50868251996861,6.371610824451075,real data,4
1.9932415829320912e-6,4.90797468038513,-295.89504715563965,56.51600685244748,6.3722735284063425,real data,4
2.9476454646165673e-9,4.907974455976142,-295.8950176047634,56.51606227990103,6.372278543595243,real data,4
1.0354485326784415e-10,4.907974455655465,-295.89501756253566,56.516062359106215,6.372278550762065,real data,4
96.35339069551884,5.370751739078688,-411.61721060914954,1.216143067883673,1.9432336323817179,real data,4
96.09224218197157,4.9394326910233195,-410.9542175643337,1.2216623293048008,0.6836936027008385,real data,4
94.9659397370488,4.332560725701288,-410.9533494899493,1.2390814761597417,-2.0576522242181383,real data,4
94.8142704138445,4.613110319017962,-410.5399221895979,1.2395163712409183,-0.613125550127485,real data,4
93.72473940680645,5.219866486087769,-410.541245566175,1.2503001375368068,1.5549101696806318,real data,4
93.37184046875996,4.774648553132353,-410.0476089131227,1.2573701787226497,0.07590672295903644,real data,4
3.613767077581542e-5,1.7935958493734705,-329.16074934221774,146.2436341299432,-68.45873077577276,real data,4
1.4494303314159068e-7,1.7936126980555978,-329.1582799747439,146.2487472370801,-68.45614887951062,real data,4
3.9089274356705084e-10,1.7936127657175978,-329.15827005772167,146.2487677731482,-68.45613851082857,real data,4
83.85736443506794,4.387904057887937,-407.19546026511404,1.3991839227941065,-1.7273281484820373,real data,4
83.50979938716239,4.8622014162386025,-406.7982407175692,1.4016729901426102,0.4263465252102385,real data,4
80.87419582637247,4.129002202548234,-406.778136406159,1.4515754036233488,-3.330966895782371,real data,4
80.45392162596134,5.206030566542109,-406.05527684455444,1.451021853106087,1.5375938596680534,real data,4
79.97457864860696,4.696237154544225,-405.5145832951924,1.4632872291561676,-0.22436122632599265,real data,4
71.80321381173131,6.243898696218317,-405.51631426483107,1.6110621782173646,3.528008357780891,real data,4
71.56098438328539,5.677142029346141,-403.64925442106124,1.6215112196443184,2.650627288190474,real data,4
71.26219768442134,5.171506873399564,-402.46858064297413,1.6327832631019608,1.4590367298103182,real data,4
70.59491508151062,4.5792802885140516,-401.92460139902886,1.6533840457780815,-0.7259362877143865,real data,4
68.8935903732845,5.417063666742581,-401.92647273513586,1.6847178574588075,2.103501223064434,real data,4
68.47451996948055,4.886355705812046,-401.0166104589959,1.7000335318795607,0.5459292511774549,real data,4
65.96957256009821,4.143670297432426,-400.7662579032106,1.7706860454609572,-3.195997984154559,real data,4
65.38749012467797,5.301029399282968,-400.183402932161,1.773212859587705,1.8264295867167135,real data,4
64.82305871553177,4.718611503745461,-399.3832682992629,1.7946604431005373,-0.09559321792841757,real data,4
0.00029674123804568353,10.030973932872602,-336.3615976081339,28.092099512779146,7.63499113146953,real data,4
4.0213669465346755e-7,10.030893392088617,-336.3589013933765,28.094270221950335,7.635222039087877,real data,4
1.0148892625337134e-9,10.03089328307514,-336.3588977437282,28.094273160413003,7.635222351663826,real data,4
1.0132695080574263e-10,10.03089328282686,-336.35889773541606,28.094273167105467,7.635222352375782,real data,4
49.7363520850223,86.00439941098418,-581.8236335471613,1.397278281822845,1.1347290731422077,real data,4
0.013687463867725569,54.16395752104102,-503.36620572734836,5.263620410134215,2.0667317773201126,real data,4
1.8940632084143982e-5,54.158590602775874,-503.3371195858587,5.26729855879819,2.067253064328872,real data,4
1.0110508919315391e-7,54.15858320883752,-503.33707949234906,5.267303631665874,2.067253783095838,real data,4
2.423443294809672e-10,54.15858316925201,-503.33707927769706,5.267303658824901,2.067253786943964,real data,4
89.72842354009833,4.905870608916473,-408.9247215272901,1.3064406793104617,0.5747077899795414,real data,4
88.2966906369908,4.310150299164486,-408.8601991869367,1.3308596431256594,-2.17940431302139,real data,4
88.15800926275222,4.562433238968737,-408.4394643666138,1.331344669062247,-0.8392045462379727,real data,4
87.21643389694025,5.223940119991022,-408.44104649010154,1.3412262815098057,1.5756610417608865,real data,4
86.81976188410128,4.753064182538801,-407.91298307757137,1.3501933790166774,-0.0008552231967762225,real data,4
6.744828915827839e-5,7.233197529657756,-313.9120275978011,38.7328732286075,8.266934336908676,real data,4
9.650438472472188e-8,7.233183154425134,-313.9112565683075,38.73379026633729,8.267022495730899,real data,4
2.616601030764089e-10,7.233183133883877,-313.9112554665311,38.73379157677298,8.267022621709142,real data,4
100.090843838928,86.11834140111972,-595.7893227463883,0.8805173380700135,1.0793035216861286,real data,4
81.46616030237627,4.147119499528259,-406.9329603733114,1.441123501639349,-3.206888248184409,real data,4
81.04820049745426,5.185088894885208,-406.23852155965017,1.4408212716296172,1.4776338250275423,real data,4
80.54848576282976,4.671796992540686,-405.7305846484625,1.4532983707504614,-0.3301532487819152,real data,4
76.69929369250077,5.703075541879864,-405.73217550537385,1.5160277622184477,2.6888168351522026,real data,4
76.43392902915573,5.2122399907262045,-404.5700172308519,1.5251079620297268,1.5626351411924748,real data,4
75.91480470904344,4.679538902092748,-403.9956149536397,1.5396387065565147,-0.2876840787476702,real data,4
69.94997180563848,6.018473593124063,-403.9973865827805,1.6543232359630573,3.228779328351971,real data,4
69.68987380700997,5.483683479343024,-402.40512909866106,1.6654459484516604,2.2543366762134553,real data,4
69.31407054030822,4.964821269175073,-401.42489410073216,1.6792773619387777,0.8187169590739067,real data,4
67.67369249333822,4.20032789481031,-401.3408040044522,1.7266627064338278,-2.8209755263502494,real data,4
67.08958620407303,5.250821563110755,-400.84044217238676,1.7302334486150623,1.6895513919991139,real data,4
66.48664209131263,4.662902216179263,-400.13266596892254,1.7516911150101098,-0.3375206492626788,real data,4
59.62336820688602,6.236873565498055,-400.13472183422766,1.9260945164825012,3.5523645719693935,real data,4
59.313794650275334,5.638461829509845,-398.1195092622157,1.9435831943964554,2.6090559988972224,real data,4
58.90262947218861,5.075902520360776,-396.8153775484193,1.9641710427751597,1.2087996284837281,real data,4
57.43554719648734,4.198395031311043,-396.5652491856924,2.0249992057754063,-2.8023215244914006,real data,4
56.651269302839324,5.384534888941758,-396.20042044852653,2.034843694706129,2.0625962188006053,real data,4
56.02745850841581,4.751705329426143,-395.15220259150675,2.065998036205242,0.06871652865841327,real data,4
0.0001410551927421011,4.292642569264939,-292.54058118572476,64.32279889377006,4.322382438449186,real data,4
2.193741966538391e-7,4.2926331051914834,-292.53827544988127,64.3277855329787,4.322848499444383,real data,4
9.582469751906932e-10,4.292633090513859,-292.53827187387833,64.32779326713606,4.322849222298878,real data,4
49.703038348810075,5.5908617187173935,-392.9218945334137,2.302616613199965,2.5507851534674995,real data,4
49.12332058289134,4.944747589055995,-391.44624073393425,2.3409993339256134,0.8194535296948473,real data,4
46.647250224697714,4.133473593522915,-390.7294557906623,2.4770989180842493,-3.1923302536419236,real data,4
45.53610844546445,5.687303224477415,-390.67686101564016,2.500809964438795,2.762260651040858,real data,4
44.93059986001369,5.0145128458575705,-388.95319339155395,2.5479485558441852,1.0750014566110764,real data,4
42.47074718412816,4.027872781716692,-388.39917648343896,2.713521882017557,-3.936732097194408,real data,4
