seed,N,T,ρ_true,ρ_est,ρ_start,ρ_lower,ρ_upper,σₐ²_true,σₐ²_est,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_true,σᵤ²_est,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,LL,runtime,notes
65,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010598291251986969,0.1,0.0001,Inf,0.0001,0.00010638193334745749,0.1,0.0001,Inf,929.6981091546819,2023-02-10 15:56:13,Estimated parameters after simple MLE with no GLS (no trend)
77,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.000100907294824093,0.1,0.0001,Inf,0.0001,0.00010434075926891995,0.1,0.0001,Inf,938.8702689733154,2023-02-10 15:56:15,Estimated parameters after simple MLE with no GLS (no trend)
1,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010107055606824178,0.1,0.0001,Inf,0.0001,0.00012332607259690764,0.1,0.0001,Inf,919.2714109439335,2023-02-10 15:56:17,Estimated parameters after simple MLE with no GLS (no trend)
27,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011910239765500208,0.1,0.0001,Inf,0.0001,0.00010077873218113098,0.1,0.0001,Inf,941.5816584572949,2023-02-10 15:56:17,Estimated parameters after simple MLE with no GLS (no trend)
89,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011382660951506085,0.1,0.0001,Inf,0.0001,0.00010147989716727257,0.1,0.0001,Inf,936.6462833713358,2023-02-10 15:56:18,Estimated parameters after simple MLE with no GLS (no trend)
40,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011045011393659432,0.1,0.0001,Inf,0.0001,0.00010153628798528769,0.1,0.0001,Inf,937.6837967432876,2023-02-10 15:56:20,Estimated parameters after simple MLE with no GLS (no trend)
14,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010032884996326319,0.1,0.0001,Inf,0.0001,0.00012603254895758587,0.1,0.0001,Inf,928.9590546985925,2023-02-10 15:56:24,Estimated parameters after simple MLE with no GLS (no trend)
53,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010009704840514833,0.1,0.0001,Inf,0.0001,0.00011179391328733357,0.1,0.0001,Inf,945.4026555197762,2023-02-10 15:56:34,Estimated parameters after simple MLE with no GLS (no trend)
78,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012006422363812497,0.1,0.0001,Inf,0.0001,0.00011280314211031817,0.1,0.0001,Inf,921.0086114861059,2023-02-10 15:57:05,Estimated parameters after simple MLE with no GLS (no trend)
41,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00013600047143134952,0.1,0.0001,Inf,0.0001,0.00010579053808752736,0.1,0.0001,Inf,926.2680213051609,2023-02-10 15:57:11,Estimated parameters after simple MLE with no GLS (no trend)
28,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001009306312022007,0.1,0.0001,Inf,0.0001,0.00010231606255235726,0.1,0.0001,Inf,939.4572360935514,2023-02-10 15:57:11,Estimated parameters after simple MLE with no GLS (no trend)
2,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010741736186678508,0.1,0.0001,Inf,0.0001,0.00011394084756623235,0.1,0.0001,Inf,921.4069856373352,2023-02-10 15:57:11,Estimated parameters after simple MLE with no GLS (no trend)
