0.0,0.0,1.0,1.2589254117941673,1.5848931924611136,1.9952623149688795,2.51188643150958,3.1622776601683795,3.9810717055349722,5.011872336272722,6.309573444801933,7.943282347242816,10.0,12.589254117941675,15.848931924611133,19.952623149688797,25.118864315095795,31.622776601683793,39.810717055349734,50.11872336272722,63.09573444801933,79.43282347242814,100.0,125.89254117941675,158.48931924611142,199.52623149688787,251.18864315095797,316.22776601683796,398.1071705534973,501.18723362727246,630.957344480193,794.3282347242813,1000.0,1258.9254117941675,1584.893192461114,1995.2623149688789,2511.88643150958,3162.2776601683795,3981.0717055349733,5011.872336272725,6309.57344480193,7943.282347242814,10000.0,12589.254117941662,15848.93192461114,19952.62314968879,25118.864315095823,31622.776601683792,39810.71705534969,50118.72336272725,63095.7344480193,79432.82347242821,100000.0,125892.54117941661,158489.3192461114,199526.2314968879,251188.6431509582,316227.7660168379,398107.1705534969,501187.2336272725,630957.344480193,794328.2347242822,1.0e6,1.258925411794166e6,1.5848931924611141e6,1.9952623149688789e6,2.5118864315095823e6,3.1622776601683795e6,3.9810717055349695e6,5.011872336272725e6,6.30957344480193e6,7.943282347242822e6,1.0e7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.46736850452531e10,0.0,-3.4849032389107215,-3.484903238910794,-3.484903238910885,-3.484903238911,-3.4849032389111447,-3.484903238911327,-3.484903238911556,-3.4849032389118446,-3.484903238912208,-3.4849032389126653,-3.484903238913241,-3.484903238913966,-3.484903238914878,-3.4849032389160266,-3.484903238917473,-3.4849032389192938,-3.4849032389215857,-3.484903238924472,-3.4849032389281045,-3.4849032389326777,-3.4849032389384353,-3.4849032389456833,-3.484903238954809,-3.4849032389662957,-3.4849032389807584,-3.484903238998965,-3.484903239021887,-3.4849032390507424,-3.48490323908707,-3.484903239132803,-3.484903239190378,-3.4849032392628607,-3.4849032393541113,-3.4849032394689883,-3.4849032396136104,-3.4849032397956785,-3.484903240024889,-3.4849032403134483,-3.484903240676722,-3.4849032411340564,-3.484903241709807,-3.484903242434633,-3.4849032433471354,-3.4849032444959076,-3.484903245942126,-3.4849032477628055,-3.4849032500549044,-3.4849032529404846,-3.484903256573211,-3.4849032611465396,-3.4849032669040114,-3.4849032741522277,-3.484903283277174,-3.4849032947647727,-3.4849033092267585,-3.4849033274332495,-3.484903350353752,-3.4849033792087787,-3.484903415534826,-3.484903461266167,-3.4849035188378115,-3.4849035913151045,-3.4849036825568462,-3.484903797420598,-3.4849039420210635,-3.4849041240552414,-3.484904353211566,-3.484904641684651,-3.4849050048228025,-3.484905461942367,-3.4849060373516334
3.4833731503601166e10,0.0,-3.48489971895319,-3.4848997189532622,-3.4848997189533533,-3.4848997189534674,-3.4848997189536117,-3.484899718953793,-3.4848997189540207,-3.4848997189543085,-3.4848997189546704,-3.4848997189551256,-3.4848997189556985,-3.48489971895642,-3.4848997189573288,-3.4848997189584727,-3.4848997189599125,-3.4848997189617252,-3.4848997189640074,-3.4848997189668802,-3.484899718970497,-3.4848997189750506,-3.484899718980783,-3.4848997189879998,-3.4848997189970845,-3.484899719008522,-3.4848997190229216,-3.4848997190410484,-3.4848997190638693,-3.484899719092599,-3.4848997191287676,-3.484899719174302,-3.4848997192316253,-3.4848997193037907,-3.484899719394643,-3.484899719509018,-3.4848997196530083,-3.484899719834281,-3.4848997200624905,-3.4848997203497882,-3.484899720711476,-3.484899721166812,-3.4848997217400477,-3.4848997224617073,-3.4848997233702232,-3.4848997245139772,-3.484899725953877,-3.484899727766603,-3.4848997300486886,-3.484899732921662,-3.48489973653852,-3.4848997410918687,-3.4848997468241882,-3.48489975404074,-3.4848997631258234,-3.484899774563238,-3.4848997889620446,-3.4848998070890005,-3.484899829909374,-3.484899858638348,-3.4848998948057055,-3.4848999403372725,-3.4848999976574224,-3.484900069818113,-3.4849001606612906,-3.4849002750233042,-3.4849004189921566,-3.4849006002312435,-3.4849008283867033,-3.4849011155999285,-3.484901477152254,-3.484901932275765,-3.484902505172761
3.499451670283577e10,0.0,-3.484896576184712,-3.4848965761847834,-3.4848965761848736,-3.4848965761849877,-3.4848965761851316,-3.484896576185312,-3.484896576185539,-3.484896576185825,-3.4848965761861854,-3.484896576186638,-3.484896576187209,-3.484896576187927,-3.484896576188832,-3.484896576189971,-3.4848965761914044,-3.4848965761932096,-3.4848965761954815,-3.484896576198342,-3.484896576201943,-3.4848965762064763,-3.4848965762121833,-3.484896576219369,-3.4848965762284143,-3.4848965762398016,-3.4848965762541377,-3.4848965762721864,-3.4848965762949073,-3.4848965763235116,-3.484896576359522,-3.4848965764048567,-3.4848965764619297,-3.4848965765337807,-3.484896576624235,-3.4848965767381106,-3.4848965768814715,-3.484896577061952,-3.4848965772891636,-3.4848965775752063,-3.4848965779353125,-3.484896578388659,-3.484896578959389,-3.4848965796778946,-3.48489658058244,-3.484896581721195,-3.4848965831548013,-3.4848965849596047,-3.484896587231717,-3.4848965900921343,-3.484896593693184,-3.4848965982266322,-3.484896603933899,-3.4848966111189106,-3.484896620164287,-3.4848966315517145,-3.4848966458875923,-3.4848966639353245,-3.484896686655963,-3.4848967152593793,-3.484896751268672,-3.4848967966012507,-3.4848968536708953,-3.4848969255162277,-3.484897015962408,-3.484897129824656,-3.4848972731643797,-3.484897453611499,-3.4848976807700294,-3.484897966728345,-3.4848983267010745,-3.4848987798363753,-3.4848993502309673
3.5156044052829765e10,0.0,-3.484893808880307,-3.4848938088803783,-3.4848938088804684,-3.484893808880582,-3.4848938088807246,-3.4848938088809045,-3.4848938088811305,-3.484893808881415,-3.484893808881774,-3.484893808882225,-3.4848938088827937,-3.484893808883509,-3.48489380888441,-3.484893808885543,-3.4848938088869703,-3.484893808888768,-3.4848938088910297,-3.4848938088938772,-3.4848938088974633,-3.484893808901977,-3.4848938089076587,-3.4848938089148125,-3.4848938089238186,-3.4848938089351558,-3.4848938089494297,-3.4848938089673993,-3.4848938089900208,-3.4848938090185,-3.484893809054353,-3.4848938090994896,-3.484893809156313,-3.484893809227849,-3.4848938093179083,-3.484893809431286,-3.4848938095740207,-3.4848938097537117,-3.48489380997993,-3.484893810264722,-3.4848938106232534,-3.484893811074618,-3.4848938116428525,-3.4848938123582167,-3.484893813258807,-3.4848938143925823,-3.484893815819921,-3.4848938176168325,-3.4848938198790096,-3.4848938227269204,-3.4848938263122244,-3.484893830825851,-3.4848938365081628,-3.4848938436617583,-3.4848938526675854,-3.484893864005222,-3.484893878278418,-3.4848938962472387,-3.484893918868535,-3.4848939473468876,-3.4848939831987384,-3.484894028333111,-3.4848940851532366,-3.4848941566844522,-3.4848942467351987,-3.4848943600996476,-3.4848945028127174,-3.484894682470988,-3.4848949086365097,-3.4848951933448538,-3.4848955517442017,-3.4848960028991103,-3.484896570801137
3.53183169791957e10,0.0,-3.48489141532194,-3.4848914153220107,-3.4848914153221013,-3.4848914153222137,-3.484891415322356,-3.4848914153225348,-3.48489141532276,-3.484891415323044,-3.4848914153234003,-3.48489141532385,-3.4848914153244155,-3.484891415325128,-3.484891415326025,-3.4848914153271537,-3.4848914153285744,-3.4848914153303636,-3.4848914153326156,-3.4848914153354515,-3.484891415339021,-3.484891415343515,-3.4848914153491726,-3.484891415356295,-3.4848914153652615,-3.4848914153765493,-3.4848914153907606,-3.4848914154086508,-3.4848914154311736,-3.4848914154595287,-3.484891415495225,-3.4848914155401634,-3.4848914155967385,-3.4848914156679625,-3.484891415757627,-3.484891415870509,-3.4848914160126183,-3.484891416191524,-3.4848914164167524,-3.484891416700299,-3.484891417057262,-3.4848914175066525,-3.484891418072401,-3.4848914187846356,-3.4848914196812864,-3.4848914208101025,-3.4848914222311973,-3.4848914240202493,-3.4848914262725312,-3.484891429107983,-3.484891432677604,-3.4848914371714867,-3.484891442828942,-3.4848914499512462,-3.4848914589176787,-3.484891470205721,-3.4848914844164827,-3.484891502306703,-3.4848915248290484,-3.484891553182831,-3.484891588877858,-3.4848916338148075,-3.4848916903863962,-3.4848917616047332,-3.4848918512616027,-3.484891964130215,-3.4848921062191,-3.484892285091628,-3.4848925102680535,-3.484892793731349,-3.4848931505635092,-3.484893599745823,-3.484894165165094
3.5481338923357605e10,0.0,-3.4848893937984946,-3.4848893937985657,-3.4848893937986554,-3.4848893937987673,-3.484889393798909,-3.4848893937990875,-3.484889393799311,-3.4848893937995933,-3.484889393799949,-3.4848893938003966,-3.4848893938009597,-3.4848893938016685,-3.484889393802561,-3.484889393803685,-3.4848893938051,-3.4848893938068812,-3.484889393809124,-3.484889393811947,-3.484889393815501,-3.484889393819975,-3.4848893938256076,-3.4848893938326992,-3.4848893938416263,-3.484889393852865,-3.4848893938670136,-3.484889393884826,-3.4848893939072507,-3.484889393935481,-3.4848893939710215,-3.484889394015764,-3.484889394072091,-3.4848893941430026,-3.4848893942322756,-3.484889394344663,-3.484889394486151,-3.484889394664273,-3.4848893948885165,-3.4848893951708213,-3.4848893955262223,-3.4848893959736467,-3.4848893965369188,-3.4848893972460373,-3.4848893981387636,-3.48488939926264,-3.4848894006775155,-3.484889402458738,-3.484889404701163,-3.484889407524207,-3.484889411078207,-3.4848894155524235,-3.484889421185121,-3.4848894282762557,-3.4848894372034493,-3.4848894484420936,-3.484889462590666,-3.4848894804025967,-3.484889502826381,-3.484889531056085,-3.4848895665949087,-3.4848896113352126,-3.484889667659246,-3.4848897385659376,-3.484889827830484,-3.484889940205215,-3.4848900816723773,-3.4848902597622615,-3.4848904839534907,-3.484890766176645,-3.4848911214477973,-3.4848915686652893,-3.4848921316115873
3.564511334262439e10,0.0,-3.484887742605755,-3.4848877426058262,-3.4848877426059146,-3.4848877426060265,-3.4848877426061677,-3.4848877426063445,-3.4848877426065683,-3.484887742606849,-3.484887742607203,-3.4848877426076483,-3.484887742608209,-3.484887742608915,-3.4848877426098035,-3.484887742610923,-3.4848877426123317,-3.4848877426141054,-3.484887742616338,-3.4848877426191485,-3.484887742622687,-3.4848877426271416,-3.484887742632749,-3.4848877426398097,-3.4848877426486977,-3.484887742659888,-3.484887742673975,-3.484887742691709,-3.4848877427140352,-3.4848877427421416,-3.4848877427775267,-3.484887742822073,-3.4848877428781537,-3.4848877429487546,-3.4848877430376364,-3.484887743149532,-3.4848877432904004,-3.4848877434677434,-3.4848877436910044,-3.484887743972074,-3.484887744325919,-3.4848877447713837,-3.4848877453321903,-3.4848877460382037,-3.484887746927022,-3.4848877480459777,-3.4848877494546593,-3.484887751228083,-3.484887753460691,-3.4848877562713754,-3.484887759809815,-3.484887764264443,-3.48488776987248,-3.4848877769325695,-3.4848877858206797,-3.4848877970101206,-3.48488781109675,-3.484887828830699,-3.4848878511563126,-3.4848878792624274,-3.4848879146456633,-3.484887959190099,-3.484888015267554,-3.484888085863831,-3.484888174737604,-3.4848882866204027,-3.4848884274682965,-3.484888604778627,-3.484888827988549,-3.4848891089764575,-3.48488946269276,-3.484889907953183,-3.484890468436262
3.5809643710263626e10,0.0,-3.4848864600463827,-3.484886460046453,-3.4848864600465417,-3.4848864600466527,-3.484886460046793,-3.48488646004697,-3.484886460047192,-3.484886460047472,-3.4848864600478238,-3.4848864600482674,-3.484886460048826,-3.4848864600495286,-3.4848864600504137,-3.4848864600515275,-3.48488646005293,-3.484886460054696,-3.4848864600569187,-3.4848864600597174,-3.48488646006324,-3.484886460067675,-3.484886460073259,-3.4848864600802876,-3.484886460089137,-3.484886460100278,-3.484886460114303,-3.4848864601319596,-3.4848864601541876,-3.4848864601821714,-3.484886460217401,-3.4848864602617526,-3.484886460317588,-3.4848864603878797,-3.4848864604763725,-3.4848864605877776,-3.4848864607280294,-3.4848864609045958,-3.4848864611268784,-3.484886461406717,-3.484886461759012,-3.4848864622025255,-3.4848864627608758,-3.484886463463797,-3.4848864643487225,-3.484886465462777,-3.4848864668652886,-3.4848864686309455,-3.484886470853774,-3.4848864736521485,-3.4848864771750896,-3.484886481610206,-3.4848864871936804,-3.484886494222847,-3.484886503072028,-3.4848865142124597,-3.4848865282373906,-3.4848865458936675,-3.4848865681214973,-3.4848865961045115,-3.484886631332776,-3.484886675682117,-3.4848867315139684,-3.4848868018010584,-3.4848868902856025,-3.4848870016784135,-3.4848871419094873,-3.4848873184433433,-3.4848875406758353,-3.4848878204333786,-3.484888172600974,-3.4848886159120562,-3.4848891739416414
