seed,N,T,ρ_true,ρ_est,ρ_start,ρ_lower,ρ_upper,σₐ²_true,σₐ²_est,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_true,σᵤ²_est,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,LL,runtime,notes
54,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011681394277562873,3.6288344,0.0001,Inf,0.0001,0.00010057618627357101,3.6288344,0.0001,Inf,943.9773412277121,2023-02-09 23:19:59,Estimated parameters after simple MLE with no GLS (no trend)
28,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010104250445763796,3.6288344,0.0001,Inf,0.0001,0.00010242800065141111,3.6288344,0.0001,Inf,939.4509622845056,2023-02-09 23:19:59,Estimated parameters after simple MLE with no GLS (no trend)
16,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012997363810063334,3.6288344,0.0001,Inf,0.0001,0.00010613847327123338,3.6288344,0.0001,Inf,931.5942066053461,2023-02-09 23:20:44,Estimated parameters after simple MLE with no GLS (no trend)
42,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001003637831220594,3.6288344,0.0001,Inf,0.0001,0.0001182081627804088,3.6288344,0.0001,Inf,935.8662804712958,2023-02-09 23:20:48,Estimated parameters after simple MLE with no GLS (no trend)
67,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010928271431476233,3.6288344,0.0001,Inf,0.0001,0.0001027382030716062,3.6288344,0.0001,Inf,934.9011559127543,2023-02-09 23:20:49,Estimated parameters after simple MLE with no GLS (no trend)
3,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010031876015181851,3.6288344,0.0001,Inf,0.0001,0.00011844838804231372,3.6288344,0.0001,Inf,937.3943157060664,2023-02-09 23:20:52,Estimated parameters after simple MLE with no GLS (no trend)
79,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012340255080145468,3.6288344,0.0001,Inf,0.0001,0.00011645562782547358,3.6288344,0.0001,Inf,917.7902501462937,2023-02-09 23:20:53,Estimated parameters after simple MLE with no GLS (no trend)
55,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010295515726532756,3.6288344,0.0001,Inf,0.0001,0.00011607402506941256,3.6288344,0.0001,Inf,922.575289944596,2023-02-09 23:20:53,Estimated parameters after simple MLE with no GLS (no trend)
91,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010068876959623552,3.6288344,0.0001,Inf,0.0001,0.00010725524106547368,3.6288344,0.0001,Inf,936.1907284384791,2023-02-09 23:20:56,Estimated parameters after simple MLE with no GLS (no trend)
29,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010028483525559295,3.6288344,0.0001,Inf,0.0001,0.00010466026225186553,3.6288344,0.0001,Inf,953.9517516663777,2023-02-09 23:21:05,Estimated parameters after simple MLE with no GLS (no trend)
56,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00013405049058823337,3.6288344,0.0001,Inf,0.0001,0.00010951307925743947,3.6288344,0.0001,Inf,922.8374754746291,2023-02-09 23:21:38,Estimated parameters after simple MLE with no GLS (no trend)
80,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011466409495941576,3.6288344,0.0001,Inf,0.0001,0.00010649414491004094,3.6288344,0.0001,Inf,928.9748154751243,2023-02-09 23:21:38,Estimated parameters after simple MLE with no GLS (no trend)
4,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010678779430151053,3.6288344,0.0001,Inf,0.0001,0.00010033548029131367,3.6288344,0.0001,Inf,954.3627048488125,2023-02-09 23:21:39,Estimated parameters after simple MLE with no GLS (no trend)
43,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010075810879595082,3.6288344,0.0001,Inf,0.0001,0.00011610462935429666,3.6288344,0.0001,Inf,928.9697383166209,2023-02-09 23:21:42,Estimated parameters after simple MLE with no GLS (no trend)
68,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012288792627579426,3.6288344,0.0001,Inf,0.0001,0.00010095499216200565,3.6288344,0.0001,Inf,936.4468321960233,2023-02-09 23:21:42,Estimated parameters after simple MLE with no GLS (no trend)
17,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001002310719844246,3.6288344,0.0001,Inf,0.0001,0.0001170927072577932,3.6288344,0.0001,Inf,946.9762206689481,2023-02-09 23:21:45,Estimated parameters after simple MLE with no GLS (no trend)
92,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011835819279149007,3.6288344,0.0001,Inf,0.0001,0.00010057608112346017,3.6288344,0.0001,Inf,943.4959878376916,2023-02-09 23:21:47,Estimated parameters after simple MLE with no GLS (no trend)
30,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010565145367280593,3.6288344,0.0001,Inf,0.0001,0.00012153464721231799,3.6288344,0.0001,Inf,916.2343419464646,2023-02-09 23:21:52,Estimated parameters after simple MLE with no GLS (no trend)
81,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00013543688309525237,3.6288344,0.0001,Inf,0.0001,0.00011259888134640406,3.6288344,0.0001,Inf,919.6859359177689,2023-02-09 23:22:23,Estimated parameters after simple MLE with no GLS (no trend)
44,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001792227278176739,3.6288344,0.0001,Inf,0.0001,0.00010378646472775088,3.6288344,0.0001,Inf,922.0264196679238,2023-02-09 23:22:26,Estimated parameters after simple MLE with no GLS (no trend)
57,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012263944925594572,3.6288344,0.0001,Inf,0.0001,0.00010062204952498988,3.6288344,0.0001,Inf,942.4044532701505,2023-02-09 23:22:28,Estimated parameters after simple MLE with no GLS (no trend)
5,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011054775563534847,3.6288344,0.0001,Inf,0.0001,0.00010096445559071299,3.6288344,0.0001,Inf,939.9124417581678,2023-02-09 23:22:30,Estimated parameters after simple MLE with no GLS (no trend)
69,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001105528039606618,3.6288344,0.0001,Inf,0.0001,0.00010052043262298582,3.6288344,0.0001,Inf,944.438415107467,2023-02-09 23:22:34,Estimated parameters after simple MLE with no GLS (no trend)
18,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010417207746638013,3.6288344,0.0001,Inf,0.0001,0.00010183658606877088,3.6288344,0.0001,Inf,938.5491034787915,2023-02-09 23:22:40,Estimated parameters after simple MLE with no GLS (no trend)
93,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010043295131767493,3.6288344,0.0001,Inf,0.0001,0.00011148627312040915,3.6288344,0.0001,Inf,939.4324610066968,2023-02-09 23:22:44,Estimated parameters after simple MLE with no GLS (no trend)
31,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010318039342616103,3.6288344,0.0001,Inf,0.0001,0.0001003784143374098,3.6288344,0.0001,Inf,953.162735904358,2023-02-09 23:22:46,Estimated parameters after simple MLE with no GLS (no trend)
45,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011796157989918399,3.6288344,0.0001,Inf,0.0001,0.00010499753992210259,3.6288344,0.0001,Inf,933.4704984447912,2023-02-09 23:23:06,Estimated parameters after simple MLE with no GLS (no trend)
58,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011302961587889016,3.6288344,0.0001,Inf,0.0001,0.00011706128678401484,3.6288344,0.0001,Inf,933.3506613554043,2023-02-09 23:23:08,Estimated parameters after simple MLE with no GLS (no trend)
82,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012835220458340402,3.6288344,0.0001,Inf,0.0001,0.00010073087895090538,3.6288344,0.0001,Inf,938.9208973105033,2023-02-09 23:23:14,Estimated parameters after simple MLE with no GLS (no trend)
6,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010042578113056422,3.6288344,0.0001,Inf,0.0001,0.00011432787410337042,3.6288344,0.0001,Inf,936.6713133335995,2023-02-09 23:23:30,Estimated parameters after simple MLE with no GLS (no trend)
70,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00014707176235795316,3.6288344,0.0001,Inf,0.0001,0.00010035895688842444,3.6288344,0.0001,Inf,947.427957721862,2023-02-09 23:23:30,Estimated parameters after simple MLE with no GLS (no trend)
19,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010030538741734318,3.6288344,0.0001,Inf,0.0001,0.00012483614341896043,3.6288344,0.0001,Inf,933.1653393801986,2023-02-09 23:23:32,Estimated parameters after simple MLE with no GLS (no trend)
94,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012940322899757106,3.6288344,0.0001,Inf,0.0001,0.00010075255958952312,3.6288344,0.0001,Inf,940.5679263913082,2023-02-09 23:23:45,Estimated parameters after simple MLE with no GLS (no trend)
32,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010012365069655971,3.6288344,0.0001,Inf,0.0001,0.00010436263926871803,3.6288344,0.0001,Inf,946.0438146766263,2023-02-09 23:23:53,Estimated parameters after simple MLE with no GLS (no trend)
46,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011362687486649037,3.6288344,0.0001,Inf,0.0001,0.00010035339206515559,3.6288344,0.0001,Inf,952.6804651781405,2023-02-09 23:24:00,Estimated parameters after simple MLE with no GLS (no trend)
59,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010382900058036881,3.6288344,0.0001,Inf,0.0001,0.0001007354868773902,3.6288344,0.0001,Inf,942.932981341981,2023-02-09 23:24:00,Estimated parameters after simple MLE with no GLS (no trend)
71,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010288187379714486,3.6288344,0.0001,Inf,0.0001,0.00011794020715205633,3.6288344,0.0001,Inf,920.8915306421021,2023-02-09 23:24:20,Estimated parameters after simple MLE with no GLS (no trend)
83,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010018495882713196,3.6288344,0.0001,Inf,0.0001,0.00012873473990993034,3.6288344,0.0001,Inf,944.575483700034,2023-02-09 23:24:23,Estimated parameters after simple MLE with no GLS (no trend)
20,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010034323684360302,3.6288344,0.0001,Inf,0.0001,0.0001328011254702055,3.6288344,0.0001,Inf,923.7777560763805,2023-02-09 23:24:24,Estimated parameters after simple MLE with no GLS (no trend)
7,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010053204105542335,3.6288344,0.0001,Inf,0.0001,0.00012145525822493397,3.6288344,0.0001,Inf,927.8184779532878,2023-02-09 23:24:25,Estimated parameters after simple MLE with no GLS (no trend)
60,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010750627090150289,3.6288344,0.0001,Inf,0.0001,0.00010910866955837761,3.6288344,0.0001,Inf,927.552007377659,2023-02-09 23:24:51,Estimated parameters after simple MLE with no GLS (no trend)
95,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010043808680970656,3.6288344,0.0001,Inf,0.0001,0.00012891579132867648,3.6288344,0.0001,Inf,924.0790865696217,2023-02-09 23:24:51,Estimated parameters after simple MLE with no GLS (no trend)
47,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010026686232622595,3.6288344,0.0001,Inf,0.0001,0.00011282529040901323,3.6288344,0.0001,Inf,946.7103026969268,2023-02-09 23:25:01,Estimated parameters after simple MLE with no GLS (no trend)
33,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010022878403992408,3.6288344,0.0001,Inf,0.0001,0.00012932813444477276,3.6288344,0.0001,Inf,936.9635776256132,2023-02-09 23:25:18,Estimated parameters after simple MLE with no GLS (no trend)
84,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.000134440768533306,3.6288344,0.0001,Inf,0.0001,0.00010912467154700067,3.6288344,0.0001,Inf,931.7891097829504,2023-02-09 23:25:18,Estimated parameters after simple MLE with no GLS (no trend)
8,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.000124400324042373,3.6288344,0.0001,Inf,0.0001,0.00010180782403468314,3.6288344,0.0001,Inf,934.5090857019907,2023-02-09 23:25:30,Estimated parameters after simple MLE with no GLS (no trend)
21,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012139163251401186,3.6288344,0.0001,Inf,0.0001,0.0001013325212313454,3.6288344,0.0001,Inf,936.8717877531246,2023-02-09 23:25:32,Estimated parameters after simple MLE with no GLS (no trend)
72,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010020256714815545,3.6288344,0.0001,Inf,0.0001,0.00011356035129006514,3.6288344,0.0001,Inf,954.0162663761084,2023-02-09 23:25:42,Estimated parameters after simple MLE with no GLS (no trend)
96,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001144578571645738,3.6288344,0.0001,Inf,0.0001,0.00011044296535134279,3.6288344,0.0001,Inf,924.8683464356749,2023-02-09 23:25:55,Estimated parameters after simple MLE with no GLS (no trend)
61,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010150248026885578,3.6288344,0.0001,Inf,0.0001,0.00011002634822920854,3.6288344,0.0001,Inf,930.5188029631045,2023-02-09 23:26:01,Estimated parameters after simple MLE with no GLS (no trend)
48,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00014372806398332827,3.6288344,0.0001,Inf,0.0001,0.00010223378187568244,3.6288344,0.0001,Inf,930.782699993373,2023-02-09 23:26:07,Estimated parameters after simple MLE with no GLS (no trend)
85,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010673325377164034,3.6288344,0.0001,Inf,0.0001,0.00010830983178511389,3.6288344,0.0001,Inf,928.5870026196988,2023-02-09 23:26:18,Estimated parameters after simple MLE with no GLS (no trend)
34,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012168062711293004,3.6288344,0.0001,Inf,0.0001,0.00010017644868121067,3.6288344,0.0001,Inf,952.5817748857733,2023-02-09 23:26:25,Estimated parameters after simple MLE with no GLS (no trend)
9,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001221073396289185,3.6288344,0.0001,Inf,0.0001,0.0001009048813154223,3.6288344,0.0001,Inf,939.5576428874881,2023-02-09 23:26:34,Estimated parameters after simple MLE with no GLS (no trend)
22,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010070199496059473,3.6288344,0.0001,Inf,0.0001,0.00010450721256693996,3.6288344,0.0001,Inf,941.4352296459313,2023-02-09 23:26:35,Estimated parameters after simple MLE with no GLS (no trend)
73,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010426049446854435,3.6288344,0.0001,Inf,0.0001,0.0001009530096891531,3.6288344,0.0001,Inf,941.6317693515515,2023-02-09 23:26:37,Estimated parameters after simple MLE with no GLS (no trend)
97,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010537224110507282,3.6288344,0.0001,Inf,0.0001,0.00010181829259892083,3.6288344,0.0001,Inf,938.1086909088139,2023-02-09 23:26:50,Estimated parameters after simple MLE with no GLS (no trend)
49,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011054001483801201,3.6288344,0.0001,Inf,0.0001,0.00010783817584592015,3.6288344,0.0001,Inf,928.24858883513,2023-02-09 23:26:54,Estimated parameters after simple MLE with no GLS (no trend)
62,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010562907181110859,3.6288344,0.0001,Inf,0.0001,0.00010026784766692387,3.6288344,0.0001,Inf,955.6214811225849,2023-02-09 23:26:56,Estimated parameters after simple MLE with no GLS (no trend)
35,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010029070615713565,3.6288344,0.0001,Inf,0.0001,0.00012486440484904548,3.6288344,0.0001,Inf,934.4365554181281,2023-02-09 23:27:11,Estimated parameters after simple MLE with no GLS (no trend)
86,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010021369326107532,3.6288344,0.0001,Inf,0.0001,0.00012312240137957176,3.6288344,0.0001,Inf,942.5403106030576,2023-02-09 23:27:19,Estimated parameters after simple MLE with no GLS (no trend)
10,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001003247975455146,3.6288344,0.0001,Inf,0.0001,0.00012428340881287525,3.6288344,0.0001,Inf,933.075940875742,2023-02-09 23:27:26,Estimated parameters after simple MLE with no GLS (no trend)
74,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010050196010080725,3.6288344,0.0001,Inf,0.0001,0.00012623342943873794,3.6288344,0.0001,Inf,922.5954063573535,2023-02-09 23:27:27,Estimated parameters after simple MLE with no GLS (no trend)
23,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011425983668633677,3.6288344,0.0001,Inf,0.0001,0.0001008199979870561,3.6288344,0.0001,Inf,941.6174623045451,2023-02-09 23:27:29,Estimated parameters after simple MLE with no GLS (no trend)
50,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010456098314959306,3.6288344,0.0001,Inf,0.0001,0.00010344629742498057,3.6288344,0.0001,Inf,935.1393413337587,2023-02-09 23:27:41,Estimated parameters after simple MLE with no GLS (no trend)
98,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010444676564125288,3.6288344,0.0001,Inf,0.0001,0.00010093908583330702,3.6288344,0.0001,Inf,941.769047010063,2023-02-09 23:27:41,Estimated parameters after simple MLE with no GLS (no trend)
63,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010597014176250141,3.6288344,0.0001,Inf,0.0001,0.00010100971587645446,3.6288344,0.0001,Inf,940.7446312627432,2023-02-09 23:27:48,Estimated parameters after simple MLE with no GLS (no trend)
36,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001058197344634415,3.6288344,0.0001,Inf,0.0001,0.00010598708177189664,3.6288344,0.0001,Inf,931.3904922559308,2023-02-09 23:27:57,Estimated parameters after simple MLE with no GLS (no trend)
87,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010060935522648862,3.6288344,0.0001,Inf,0.0001,0.00010206903336484885,3.6288344,0.0001,Inf,946.0517091677599,2023-02-09 23:28:12,Estimated parameters after simple MLE with no GLS (no trend)
75,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010361596559960162,3.6288344,0.0001,Inf,0.0001,0.00010109981738981588,3.6288344,0.0001,Inf,941.265333722341,2023-02-09 23:28:21,Estimated parameters after simple MLE with no GLS (no trend)
24,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010032893841849244,3.6288344,0.0001,Inf,0.0001,0.00010700371656202634,3.6288344,0.0001,Inf,948.1539189863752,2023-02-09 23:28:25,Estimated parameters after simple MLE with no GLS (no trend)
11,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010011831896461487,3.6288344,0.0001,Inf,0.0001,0.00013946652764440515,3.6288344,0.0001,Inf,946.3871197761068,2023-02-09 23:28:27,Estimated parameters after simple MLE with no GLS (no trend)
51,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010574158323928273,3.6288344,0.0001,Inf,0.0001,0.0001083778502177779,3.6288344,0.0001,Inf,928.8050943392324,2023-02-09 23:28:29,Estimated parameters after simple MLE with no GLS (no trend)
64,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010597831992198437,3.6288344,0.0001,Inf,0.0001,0.00010021539537108382,3.6288344,0.0001,Inf,958.925837277636,2023-02-09 23:28:37,Estimated parameters after simple MLE with no GLS (no trend)
99,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010343592397621393,3.6288344,0.0001,Inf,0.0001,0.0001020869756636067,3.6288344,0.0001,Inf,938.2842144193036,2023-02-09 23:28:40,Estimated parameters after simple MLE with no GLS (no trend)
37,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010030552077555654,3.6288344,0.0001,Inf,0.0001,0.00010171902221722817,3.6288344,0.0001,Inf,956.1657400610949,2023-02-09 23:28:49,Estimated parameters after simple MLE with no GLS (no trend)
88,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010002971095701696,3.6288344,0.0001,Inf,0.0001,0.00012519357734230852,3.6288344,0.0001,Inf,932.3937517583082,2023-02-09 23:29:11,Estimated parameters after simple MLE with no GLS (no trend)
76,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010360673155673794,3.6288344,0.0001,Inf,0.0001,0.00011947556269742421,3.6288344,0.0001,Inf,918.9754961010433,2023-02-09 23:29:14,Estimated parameters after simple MLE with no GLS (no trend)
25,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011993304682977879,3.6288344,0.0001,Inf,0.0001,0.00010425317244866505,3.6288344,0.0001,Inf,930.3927932513762,2023-02-09 23:29:15,Estimated parameters after simple MLE with no GLS (no trend)
52,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00014171643947991086,3.6288344,0.0001,Inf,0.0001,0.00010064334651893603,3.6288344,0.0001,Inf,940.1255388992964,2023-02-09 23:29:21,Estimated parameters after simple MLE with no GLS (no trend)
12,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010041292076312658,3.6288344,0.0001,Inf,0.0001,0.00011620459827588192,3.6288344,0.0001,Inf,935.6863246381595,2023-02-09 23:29:23,Estimated parameters after simple MLE with no GLS (no trend)
100,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.0001265743369467387,3.6288344,0.0001,Inf,0.0001,0.00010038309041560112,3.6288344,0.0001,Inf,946.3839874091639,2023-02-09 23:29:32,Estimated parameters after simple MLE with no GLS (no trend)
38,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00011229315418370689,3.6288344,0.0001,Inf,0.0001,0.00010553059270712595,3.6288344,0.0001,Inf,930.441972501139,2023-02-09 23:29:32,Estimated parameters after simple MLE with no GLS (no trend)
13,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010600496705448492,3.6288344,0.0001,Inf,0.0001,0.00010343501112908271,3.6288344,0.0001,Inf,933.8671678952779,2023-02-09 23:29:55,Estimated parameters after simple MLE with no GLS (no trend)
26,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00010083512719960552,3.6288344,0.0001,Inf,0.0001,0.00012659559666072795,3.6288344,0.0001,Inf,918.8099741164056,2023-02-09 23:29:55,Estimated parameters after simple MLE with no GLS (no trend)
39,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.00012529039034436806,3.6288344,0.0001,Inf,0.0001,0.00010039656727167667,3.6288344,0.0001,Inf,949.0769783493134,2023-02-09 23:30:05,Estimated parameters after simple MLE with no GLS (no trend)
14,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.008543354144909365,3.6288344,0.0001,Inf,0.8064965333333334,0.7538825887482936,3.6288344,0.0001,Inf,-104.44351849474997,2023-02-09 23:30:36,Estimated parameters after simple MLE with no GLS (no trend)
89,4,60,0.8785,0.8785,0.8785,0.878,0.879,0.0001,0.09731670889954458,3.6288344,0.0001,Inf,0.8064965333333334,0.6644484886169497,3.6288344,0.0001,Inf,-97.7186040271512,2023-02-09 23:30:42,Estimated parameters after simple MLE with no GLS (no trend)
